report_number,date_reported,date_of_occurrence,time_of_occurrence,city,crime_code,crime_description,victim_age,victim_gender,weapon_used,crime_domain,police_deployed,case_closed,date_case_closed
389,17-01-2020 20:00,01-17-2020 04:00,17-01-2020 06:55,Pune,118,IDENTITY THEFT,79,F,Other,Violent Crime,19,Yes,09-04-2020 20:00
392,19-01-2020 12:00,01-17-2020 07:00,17-01-2020 17:42,Delhi,409,ILLEGAL POSSESSION,54,F,Knife,Other Crime,17,Yes,10-03-2020 12:00
398,19-01-2020 15:00,01-17-2020 13:00,18-01-2020 00:41,Jaipur,367,ROBBERY,78,F,Firearm,Violent Crime,1,Yes,27-02-2020 15:00
406,19-01-2020 01:00,01-17-2020 21:00,18-01-2020 01:42,Srinagar,522,BURGLARY,14,F,Poison,Other Crime,7,Yes,25-03-2020 01:00
408,18-01-2020 17:00,01-17-2020 23:00,18-01-2020 16:06,Varanasi,491,DOMESTIC VIOLENCE,52,F,Poison,Violent Crime,19,Yes,14-04-2020 17:00
410,20-01-2020 09:00,01-18-2020 01:00,18-01-2020 10:38,Chennai,505,SHOPLIFTING,49,F,Explosives,Other Crime,11,Yes,13-04-2020 09:00
411,21-01-2020 01:00,01-18-2020 02:00,18-01-2020 21:32,Kolkata,500,FIREARM OFFENSE,29,M,Poison,Fire Accident,7,Yes,08-03-2020 01:00
412,20-01-2020 14:00,01-18-2020 03:00,18-01-2020 20:04,Mumbai,129,KIDNAPPING,46,M,Knife,Other Crime,17,Yes,28-03-2020 14:00
413,20-01-2020 02:00,01-18-2020 04:00,18-01-2020 21:47,Bangalore,213,VEHICLE - STOLEN,60,F,Other,Violent Crime,12,Yes,19-02-2020 02:00
415,20-01-2020 09:00,01-18-2020 06:00,18-01-2020 07:58,Patna,371,VEHICLE - STOLEN,52,F,Knife,Violent Crime,2,Yes,31-03-2020 09:00
417,18-01-2020 09:00,01-18-2020 08:00,18-01-2020 13:59,Thane,532,SHOPLIFTING,47,F,Explosives,Other Crime,9,Yes,15-04-2020 09:00
418,21-01-2020 02:00,01-18-2020 09:00,19-01-2020 04:50,Delhi,342,ROBBERY,36,M,Knife,Violent Crime,2,Yes,16-07-2020 02:00
419,18-01-2020 17:00,01-18-2020 10:00,18-01-2020 18:29,Ludhiana,237,DOMESTIC VIOLENCE,40,M,Knife,Violent Crime,16,Yes,21-03-2020 17:00
427,20-01-2020 11:00,01-18-2020 18:00,19-01-2020 12:57,Hyderabad,566,EXTORTION,29,F,Explosives,Other Crime,15,Yes,08-04-2020 11:00
428,19-01-2020 00:00,01-18-2020 19:00,18-01-2020 20:36,Bangalore,250,FIREARM OFFENSE,33,F,Poison,Fire Accident,3,Yes,23-03-2020 00:00
430,19-01-2020 18:00,01-18-2020 21:00,19-01-2020 20:16,Delhi,471,BURGLARY,46,F,Blunt Object,Other Crime,5,Yes,17-03-2020 18:00
431,20-01-2020 22:00,01-18-2020 22:00,19-01-2020 05:59,Jaipur,232,IDENTITY THEFT,14,F,Other,Violent Crime,9,Yes,04-02-2020 22:00
435,19-01-2020 09:00,01-19-2020 02:00,19-01-2020 05:19,Jaipur,368,FRAUD,13,F,Poison,Other Crime,18,Yes,12-02-2020 09:00
436,19-01-2020 17:00,01-19-2020 03:00,19-01-2020 18:52,Delhi,523,BURGLARY,53,F,Knife,Other Crime,7,Yes,02-06-2020 17:00
438,21-01-2020 17:00,01-19-2020 05:00,20-01-2020 00:09,Delhi,300,PUBLIC INTOXICATION,18,F,Other,Other Crime,10,Yes,29-01-2020 17:00
440,21-01-2020 03:00,01-19-2020 07:00,20-01-2020 01:19,Meerut,217,DRUG OFFENSE,79,F,Firearm,Other Crime,10,Yes,05-04-2020 03:00
447,22-01-2020 00:00,01-19-2020 14:00,19-01-2020 19:39,Surat,567,KIDNAPPING,35,F,Other,Other Crime,4,Yes,06-02-2020 00:00
449,19-01-2020 17:00,01-19-2020 16:00,20-01-2020 00:04,Pune,253,COUNTERFEITING,30,F,Explosives,Other Crime,15,Yes,18-03-2020 17:00
452,20-01-2020 12:00,01-19-2020 19:00,19-01-2020 21:05,Bhopal,551,FIREARM OFFENSE,68,M,Firearm,Fire Accident,11,Yes,26-02-2020 12:00
454,22-01-2020 09:00,01-19-2020 21:00,19-01-2020 21:25,Mumbai,192,CYBERCRIME,70,F,Knife,Other Crime,13,Yes,06-02-2020 09:00
455,22-01-2020 07:00,01-19-2020 22:00,20-01-2020 16:26,Hyderabad,292,CYBERCRIME,68,F,Poison,Other Crime,14,Yes,14-03-2020 07:00
457,22-01-2020 23:00,01-20-2020 00:00,20-01-2020 03:37,Pune,421,VANDALISM,62,M,Knife,Other Crime,18,Yes,24-03-2020 23:00
458,22-01-2020 00:00,01-20-2020 01:00,20-01-2020 16:14,Mumbai,283,ARSON,62,M,Poison,Fire Accident,6,Yes,02-02-2020 00:00
460,20-01-2020 09:00,01-20-2020 03:00,21-01-2020 00:18,Surat,284,COUNTERFEITING,58,M,Blunt Object,Other Crime,7,Yes,30-01-2020 09:00
463,21-01-2020 19:00,01-20-2020 06:00,20-01-2020 22:13,Visakhapatnam,441,COUNTERFEITING,54,M,Blunt Object,Other Crime,5,Yes,14-03-2020 19:00
464,20-01-2020 22:00,01-20-2020 07:00,21-01-2020 02:28,Pune,161,DOMESTIC VIOLENCE,59,F,Explosives,Violent Crime,17,Yes,10-03-2020 22:00
466,20-01-2020 18:00,01-20-2020 09:00,21-01-2020 04:32,Indore,518,ARSON,53,F,Other,Fire Accident,1,Yes,11-03-2020 18:00
467,20-01-2020 12:00,01-20-2020 10:00,20-01-2020 16:12,Chennai,208,FRAUD,39,M,Knife,Other Crime,13,Yes,27-03-2020 12:00
468,21-01-2020 05:00,01-20-2020 11:00,20-01-2020 17:58,Delhi,354,DRUG OFFENSE,67,F,Blunt Object,Other Crime,12,Yes,31-03-2020 05:00
469,23-01-2020 05:00,01-20-2020 12:00,21-01-2020 01:02,Patna,471,ARSON,74,F,Knife,Fire Accident,1,Yes,31-01-2020 05:00
473,22-01-2020 10:00,01-20-2020 16:00,21-01-2020 12:11,Ludhiana,182,PUBLIC INTOXICATION,43,F,Knife,Other Crime,17,Yes,13-02-2020 10:00
474,22-01-2020 07:00,01-20-2020 17:00,21-01-2020 14:29,Nagpur,426,COUNTERFEITING,45,M,Blunt Object,Other Crime,6,Yes,29-02-2020 07:00
477,22-01-2020 03:00,01-20-2020 20:00,21-01-2020 13:05,Hyderabad,201,ROBBERY,47,M,Other,Violent Crime,9,Yes,12-06-2020 03:00
479,22-01-2020 16:00,01-20-2020 22:00,21-01-2020 01:20,Meerut,398,SHOPLIFTING,57,M,Other,Other Crime,17,Yes,20-03-2020 16:00
482,22-01-2020 03:00,01-21-2020 01:00,21-01-2020 08:40,Ahmedabad,115,HOMICIDE,12,M,Poison,Other Crime,7,Yes,19-05-2021 03:00
486,23-01-2020 23:00,01-21-2020 05:00,21-01-2020 08:40,Ghaziabad,380,BURGLARY,15,M,Other,Other Crime,17,Yes,10-04-2020 23:00
488,22-01-2020 10:00,01-21-2020 07:00,22-01-2020 05:39,Chennai,242,CYBERCRIME,32,F,Poison,Other Crime,3,Yes,11-04-2020 10:00
491,22-01-2020 12:00,01-21-2020 10:00,21-01-2020 12:19,Chennai,510,SHOPLIFTING,60,M,Other,Other Crime,3,Yes,30-01-2020 12:00
494,22-01-2020 06:00,01-21-2020 13:00,21-01-2020 15:55,Mumbai,316,VEHICLE - STOLEN,28,F,Firearm,Violent Crime,17,Yes,30-03-2020 06:00
495,22-01-2020 22:00,01-21-2020 14:00,22-01-2020 08:46,Jaipur,288,IDENTITY THEFT,63,F,Firearm,Violent Crime,19,Yes,07-02-2020 22:00
497,22-01-2020 22:00,01-21-2020 16:00,22-01-2020 10:45,Kolkata,529,VEHICLE - STOLEN,75,M,Firearm,Violent Crime,6,Yes,10-03-2020 22:00
499,23-01-2020 16:00,01-21-2020 18:00,21-01-2020 21:14,Bangalore,401,BURGLARY,31,F,Explosives,Other Crime,3,Yes,13-06-2020 16:00
500,22-01-2020 02:00,01-21-2020 19:00,21-01-2020 21:10,Chennai,580,ARSON,67,F,Knife,Fire Accident,3,Yes,06-04-2020 02:00
504,23-01-2020 01:00,01-21-2020 23:00,22-01-2020 07:27,Pune,522,SHOPLIFTING,70,F,Blunt Object,Other Crime,19,Yes,17-02-2020 01:00
506,22-01-2020 06:00,01-22-2020 01:00,22-01-2020 23:28,Kolkata,464,HOMICIDE,16,F,Explosives,Other Crime,5,Yes,03-10-2020 06:00
512,23-01-2020 20:00,01-22-2020 07:00,22-01-2020 21:05,Meerut,374,PUBLIC INTOXICATION,65,F,Poison,Other Crime,10,Yes,15-02-2020 20:00
514,25-01-2020 07:00,01-22-2020 09:00,22-01-2020 22:27,Nashik,510,COUNTERFEITING,62,M,Other,Other Crime,6,Yes,29-02-2020 07:00
515,23-01-2020 13:00,01-22-2020 10:00,23-01-2020 03:59,Jaipur,404,COUNTERFEITING,43,F,Other,Other Crime,3,Yes,31-03-2020 13:00
516,25-01-2020 06:00,01-22-2020 11:00,23-01-2020 03:19,Delhi,454,FRAUD,69,M,Explosives,Other Crime,10,Yes,07-04-2020 06:00
521,22-01-2020 21:00,01-22-2020 16:00,22-01-2020 18:23,Mumbai,259,ROBBERY,73,F,Firearm,Violent Crime,2,Yes,23-04-2020 21:00
523,22-01-2020 21:00,01-22-2020 18:00,22-01-2020 22:01,Ludhiana,428,COUNTERFEITING,64,M,Firearm,Other Crime,19,Yes,09-02-2020 21:00
524,24-01-2020 13:00,01-22-2020 19:00,23-01-2020 12:14,Delhi,336,VEHICLE - STOLEN,34,F,Other,Violent Crime,2,Yes,07-03-2020 13:00
526,24-01-2020 04:00,01-22-2020 21:00,23-01-2020 08:08,Hyderabad,460,HOMICIDE,11,F,Explosives,Other Crime,12,Yes,05-09-2020 04:00
528,25-01-2020 04:00,01-22-2020 23:00,23-01-2020 22:38,Vasai,137,COUNTERFEITING,38,F,Poison,Other Crime,9,Yes,21-03-2020 04:00
531,24-01-2020 16:00,01-23-2020 02:00,23-01-2020 15:30,Ahmedabad,395,FIREARM OFFENSE,13,M,Explosives,Fire Accident,2,Yes,20-03-2020 16:00
532,23-01-2020 18:00,01-23-2020 03:00,23-01-2020 13:37,Visakhapatnam,466,DOMESTIC VIOLENCE,33,M,Other,Violent Crime,4,Yes,11-02-2020 18:00
533,24-01-2020 08:00,01-23-2020 04:00,23-01-2020 20:01,Rajkot,403,HOMICIDE,49,M,Knife,Other Crime,16,Yes,07-01-2022 08:00
534,23-01-2020 17:00,01-23-2020 05:00,23-01-2020 20:11,Delhi,129,COUNTERFEITING,74,M,Other,Other Crime,8,Yes,01-03-2020 17:00
536,24-01-2020 17:00,01-23-2020 07:00,23-01-2020 11:50,Pune,564,EXTORTION,68,F,Knife,Other Crime,4,Yes,09-03-2020 17:00
537,25-01-2020 06:00,01-23-2020 08:00,23-01-2020 12:43,Kolkata,265,SEXUAL ASSAULT,26,M,Poison,Violent Crime,7,Yes,15-02-2021 06:00
541,26-01-2020 07:00,01-23-2020 12:00,23-01-2020 22:23,Mumbai,398,COUNTERFEITING,29,M,Firearm,Other Crime,14,Yes,19-02-2020 07:00
544,26-01-2020 03:00,01-23-2020 15:00,24-01-2020 08:10,Jaipur,195,PUBLIC INTOXICATION,24,F,Other,Other Crime,3,Yes,01-02-2020 03:00
547,26-01-2020 13:00,01-23-2020 18:00,23-01-2020 21:27,Mumbai,536,ILLEGAL POSSESSION,64,M,Blunt Object,Other Crime,9,Yes,22-03-2020 13:00
550,25-01-2020 04:00,01-23-2020 21:00,24-01-2020 14:37,Mumbai,418,FIREARM OFFENSE,30,M,Firearm,Fire Accident,13,Yes,25-02-2020 04:00
552,26-01-2020 09:00,01-23-2020 23:00,24-01-2020 01:00,Ghaziabad,520,SEXUAL ASSAULT,13,F,Explosives,Violent Crime,9,Yes,06-09-2021 09:00
553,25-01-2020 23:00,01-24-2020 00:00,24-01-2020 16:52,Mumbai,377,ROBBERY,79,F,Knife,Violent Crime,9,Yes,12-05-2020 23:00
555,26-01-2020 15:00,01-24-2020 02:00,24-01-2020 06:09,Ludhiana,367,KIDNAPPING,11,F,Explosives,Other Crime,17,Yes,20-03-2020 15:00
558,25-01-2020 18:00,01-24-2020 05:00,24-01-2020 15:13,Ludhiana,415,ROBBERY,51,F,Firearm,Violent Crime,5,Yes,23-05-2020 18:00
563,25-01-2020 23:00,01-24-2020 10:00,24-01-2020 22:46,Jaipur,293,SHOPLIFTING,61,F,Knife,Other Crime,3,Yes,03-04-2020 23:00
568,26-01-2020 18:00,01-24-2020 15:00,25-01-2020 07:20,Kolkata,176,SEXUAL ASSAULT,73,F,Firearm,Violent Crime,18,Yes,26-04-2021 18:00
570,27-01-2020 05:00,01-24-2020 17:00,25-01-2020 11:38,Indore,461,ASSAULT,10,F,Knife,Violent Crime,17,Yes,06-02-2020 05:00
571,27-01-2020 02:00,01-24-2020 18:00,25-01-2020 14:52,Visakhapatnam,495,CYBERCRIME,21,F,Knife,Other Crime,18,Yes,27-03-2020 02:00
576,27-01-2020 05:00,01-24-2020 23:00,25-01-2020 18:54,Varanasi,522,FIREARM OFFENSE,30,F,Firearm,Fire Accident,18,Yes,21-02-2020 05:00
582,25-01-2020 10:00,01-25-2020 05:00,26-01-2020 04:43,Delhi,196,VANDALISM,69,M,Poison,Other Crime,4,Yes,16-02-2020 10:00
583,28-01-2020 02:00,01-25-2020 06:00,25-01-2020 18:33,Pune,377,EXTORTION,13,M,Other,Other Crime,4,Yes,13-03-2020 02:00
590,27-01-2020 19:00,01-25-2020 13:00,25-01-2020 21:28,Jaipur,572,KIDNAPPING,53,F,Knife,Other Crime,5,Yes,03-02-2020 19:00
591,28-01-2020 10:00,01-25-2020 14:00,25-01-2020 23:38,Kolkata,320,IDENTITY THEFT,16,M,Blunt Object,Violent Crime,7,Yes,06-02-2020 10:00
596,28-01-2020 16:00,01-25-2020 19:00,26-01-2020 15:56,Bangalore,509,SHOPLIFTING,11,F,Poison,Other Crime,9,Yes,11-03-2020 16:00
597,28-01-2020 08:00,01-25-2020 20:00,26-01-2020 03:36,Pune,202,PUBLIC INTOXICATION,12,F,Explosives,Other Crime,14,Yes,26-02-2020 08:00
598,26-01-2020 12:00,01-25-2020 21:00,26-01-2020 11:18,Chennai,337,TRAFFIC VIOLATION,35,F,Other,Traffic Fatality,16,Yes,14-02-2020 12:00
599,26-01-2020 12:00,01-25-2020 22:00,26-01-2020 19:04,Bangalore,375,DOMESTIC VIOLENCE,70,M,Explosives,Violent Crime,9,Yes,02-04-2020 12:00
601,28-01-2020 20:00,01-26-2020 00:00,26-01-2020 22:59,Jaipur,397,SHOPLIFTING,41,M,Firearm,Other Crime,12,Yes,08-02-2020 20:00
602,27-01-2020 17:00,01-26-2020 01:00,26-01-2020 22:50,Nagpur,188,HOMICIDE,41,F,Firearm,Other Crime,2,Yes,11-12-2020 17:00
603,29-01-2020 01:00,01-26-2020 02:00,26-01-2020 17:23,Mumbai,287,ROBBERY,41,F,Knife,Violent Crime,6,Yes,09-07-2020 01:00
606,27-01-2020 12:00,01-26-2020 05:00,26-01-2020 22:18,Chennai,459,CYBERCRIME,20,F,Explosives,Other Crime,5,Yes,09-03-2020 12:00
607,27-01-2020 15:00,01-26-2020 06:00,26-01-2020 17:37,Delhi,486,ROBBERY,15,F,Poison,Violent Crime,3,Yes,05-04-2020 15:00
610,26-01-2020 13:00,01-26-2020 09:00,26-01-2020 10:59,Mumbai,232,EXTORTION,38,F,Knife,Other Crime,15,Yes,08-03-2020 13:00
612,28-01-2020 14:00,01-26-2020 11:00,26-01-2020 16:22,Pune,514,FRAUD,32,F,Other,Other Crime,6,Yes,28-03-2020 14:00
614,27-01-2020 12:00,01-26-2020 13:00,26-01-2020 16:30,Indore,511,FIREARM OFFENSE,25,F,Other,Fire Accident,17,Yes,01-04-2020 12:00
615,28-01-2020 10:00,01-26-2020 14:00,26-01-2020 15:00,Mumbai,253,EXTORTION,46,F,Poison,Other Crime,3,Yes,10-03-2020 10:00
616,28-01-2020 14:00,01-26-2020 15:00,27-01-2020 14:06,Pune,329,DRUG OFFENSE,70,F,Explosives,Other Crime,11,Yes,15-02-2020 14:00
618,27-01-2020 03:00,01-26-2020 17:00,27-01-2020 16:03,Delhi,461,DRUG OFFENSE,42,F,Poison,Other Crime,3,Yes,28-02-2020 03:00
620,29-01-2020 15:00,01-26-2020 19:00,27-01-2020 05:49,Delhi,400,EXTORTION,34,F,Firearm,Other Crime,9,Yes,02-03-2020 15:00
622,27-01-2020 18:00,01-26-2020 21:00,27-01-2020 03:18,Mumbai,489,ILLEGAL POSSESSION,77,F,Firearm,Other Crime,11,Yes,20-03-2020 18:00
623,27-01-2020 23:00,01-26-2020 22:00,27-01-2020 09:09,Bhopal,399,DOMESTIC VIOLENCE,48,F,Blunt Object,Violent Crime,14,Yes,19-04-2020 23:00
628,27-01-2020 14:00,01-27-2020 03:00,27-01-2020 22:52,Ahmedabad,187,HOMICIDE,12,M,Poison,Other Crime,12,Yes,11-12-2020 14:00
633,29-01-2020 09:00,01-27-2020 08:00,27-01-2020 21:26,Agra,267,CYBERCRIME,60,F,Knife,Other Crime,8,Yes,11-04-2020 09:00
635,29-01-2020 23:00,01-27-2020 10:00,27-01-2020 11:07,Chennai,379,SHOPLIFTING,28,F,Knife,Other Crime,10,Yes,24-02-2020 23:00
639,28-01-2020 08:00,01-27-2020 14:00,27-01-2020 20:45,Kolkata,470,DOMESTIC VIOLENCE,37,F,Explosives,Violent Crime,11,Yes,15-03-2020 08:00
644,30-01-2020 12:00,01-27-2020 19:00,28-01-2020 06:21,Chennai,570,COUNTERFEITING,77,M,Poison,Other Crime,3,Yes,21-03-2020 12:00
645,30-01-2020 18:00,01-27-2020 20:00,28-01-2020 18:11,Hyderabad,129,ASSAULT,43,F,Other,Violent Crime,13,Yes,22-03-2020 18:00
646,29-01-2020 00:00,01-27-2020 21:00,28-01-2020 16:45,Hyderabad,529,ASSAULT,37,F,Knife,Violent Crime,16,Yes,05-04-2020 00:00
647,30-01-2020 11:00,01-27-2020 22:00,28-01-2020 13:26,Indore,404,CYBERCRIME,11,F,Other,Other Crime,2,Yes,14-03-2020 11:00
648,30-01-2020 10:00,01-27-2020 23:00,28-01-2020 20:14,Ghaziabad,221,IDENTITY THEFT,22,F,Poison,Violent Crime,4,Yes,28-03-2020 10:00
650,29-01-2020 07:00,01-28-2020 01:00,28-01-2020 19:13,Hyderabad,203,HOMICIDE,57,F,Poison,Other Crime,6,Yes,28-11-2021 07:00
651,28-01-2020 06:00,01-28-2020 02:00,28-01-2020 05:13,Chennai,431,VANDALISM,62,M,Knife,Other Crime,9,Yes,10-02-2020 06:00
655,30-01-2020 11:00,01-28-2020 06:00,29-01-2020 03:24,Kanpur,495,EXTORTION,30,M,Knife,Other Crime,6,Yes,09-03-2020 11:00
656,30-01-2020 11:00,01-28-2020 07:00,28-01-2020 08:43,Kolkata,293,SEXUAL ASSAULT,68,F,Explosives,Violent Crime,14,Yes,09-10-2021 11:00
659,29-01-2020 03:00,01-28-2020 10:00,28-01-2020 16:40,Kolkata,264,IDENTITY THEFT,70,F,Other,Violent Crime,17,Yes,16-02-2020 03:00
663,29-01-2020 05:00,01-28-2020 14:00,28-01-2020 14:21,Kolkata,544,ASSAULT,33,F,Poison,Violent Crime,10,Yes,07-03-2020 05:00
665,29-01-2020 02:00,01-28-2020 16:00,29-01-2020 15:07,Ghaziabad,168,SHOPLIFTING,54,F,Other,Other Crime,19,Yes,13-02-2020 02:00
666,29-01-2020 09:00,01-28-2020 17:00,29-01-2020 00:04,Delhi,371,BURGLARY,32,F,Poison,Other Crime,3,Yes,19-06-2020 09:00
668,29-01-2020 01:00,01-28-2020 19:00,29-01-2020 12:27,Delhi,386,VEHICLE - STOLEN,43,F,Explosives,Violent Crime,4,Yes,27-04-2020 01:00
669,31-01-2020 14:00,01-28-2020 20:00,29-01-2020 14:01,Hyderabad,447,SEXUAL ASSAULT,49,M,Explosives,Violent Crime,1,Yes,26-01-2022 14:00
679,30-01-2020 05:00,01-29-2020 06:00,29-01-2020 10:17,Kalyan,268,HOMICIDE,26,F,Explosives,Other Crime,12,Yes,18-02-2021 05:00
681,31-01-2020 19:00,01-29-2020 08:00,30-01-2020 05:29,Delhi,538,VANDALISM,25,F,Other,Other Crime,18,Yes,17-02-2020 19:00
682,29-01-2020 14:00,01-29-2020 09:00,29-01-2020 15:09,Thane,546,SEXUAL ASSAULT,66,F,Explosives,Violent Crime,16,Yes,06-10-2021 14:00
683,29-01-2020 13:00,01-29-2020 10:00,30-01-2020 03:16,Delhi,361,IDENTITY THEFT,55,F,Knife,Violent Crime,17,Yes,08-03-2020 13:00
684,30-01-2020 07:00,01-29-2020 11:00,30-01-2020 02:14,Mumbai,489,BURGLARY,24,F,Knife,Other Crime,5,Yes,24-03-2020 07:00
695,01-02-2020 05:00,01-29-2020 22:00,30-01-2020 19:49,Kanpur,453,ROBBERY,52,F,Knife,Violent Crime,15,Yes,02-04-2020 05:00
696,30-01-2020 08:00,01-29-2020 23:00,30-01-2020 13:11,Ahmedabad,418,DOMESTIC VIOLENCE,50,M,Other,Violent Crime,14,Yes,25-03-2020 08:00
697,31-01-2020 01:00,01-30-2020 00:00,30-01-2020 14:39,Thane,347,BURGLARY,18,F,Poison,Other Crime,10,Yes,05-05-2020 01:00
698,01-02-2020 19:00,01-30-2020 01:00,30-01-2020 14:06,Ludhiana,570,FIREARM OFFENSE,18,F,Explosives,Fire Accident,8,Yes,25-04-2020 19:00
703,01-02-2020 19:00,01-30-2020 06:00,30-01-2020 21:37,Visakhapatnam,301,ROBBERY,28,F,Knife,Violent Crime,15,Yes,20-06-2020 19:00
704,31-01-2020 13:00,01-30-2020 07:00,30-01-2020 07:26,Kolkata,302,VANDALISM,79,M,Knife,Other Crime,6,Yes,09-03-2020 13:00
707,30-01-2020 21:00,01-30-2020 10:00,31-01-2020 06:31,Thane,253,DOMESTIC VIOLENCE,69,F,Other,Violent Crime,11,Yes,13-03-2020 21:00
708,31-01-2020 14:00,01-30-2020 11:00,31-01-2020 01:24,Ludhiana,517,ILLEGAL POSSESSION,24,M,Explosives,Other Crime,5,Yes,12-03-2020 14:00
711,02-02-2020 02:00,01-30-2020 14:00,30-01-2020 17:48,Mumbai,106,TRAFFIC VIOLATION,46,F,Blunt Object,Traffic Fatality,15,Yes,25-02-2020 02:00
714,31-01-2020 23:00,01-30-2020 17:00,30-01-2020 17:34,Bangalore,186,ARSON,10,F,Other,Fire Accident,16,Yes,09-04-2020 23:00
716,02-02-2020 16:00,01-30-2020 19:00,31-01-2020 06:07,Bangalore,593,PUBLIC INTOXICATION,30,M,Firearm,Other Crime,3,Yes,29-02-2020 16:00
721,02-02-2020 05:00,01-31-2020 00:00,31-01-2020 17:49,Chennai,436,VANDALISM,11,M,Blunt Object,Other Crime,3,Yes,28-04-2020 05:00
722,31-01-2020 16:00,01-31-2020 01:00,31-01-2020 11:31,Bangalore,403,ARSON,46,F,Knife,Fire Accident,13,Yes,15-03-2020 16:00
723,02-02-2020 13:00,01-31-2020 02:00,31-01-2020 05:45,Meerut,517,COUNTERFEITING,47,F,Other,Other Crime,7,Yes,31-03-2020 13:00
724,01-02-2020 05:00,01-31-2020 03:00,01-02-2020 02:17,Patna,254,ROBBERY,21,M,Other,Violent Crime,9,Yes,17-04-2020 05:00
730,02-02-2020 08:00,01-31-2020 09:00,31-01-2020 22:24,Bangalore,546,CYBERCRIME,11,F,Poison,Other Crime,3,Yes,27-04-2020 08:00
731,02-02-2020 05:00,01-31-2020 10:00,01-02-2020 04:49,Surat,560,EXTORTION,51,M,Explosives,Other Crime,10,Yes,27-03-2020 05:00
732,01-02-2020 18:00,01-31-2020 11:00,31-01-2020 22:08,Bangalore,284,ASSAULT,51,F,Blunt Object,Violent Crime,11,Yes,14-03-2020 18:00
734,01-02-2020 00:00,01-31-2020 13:00,31-01-2020 21:23,Surat,453,ROBBERY,16,M,Poison,Violent Crime,11,Yes,03-06-2020 00:00
735,02-02-2020 11:00,01-31-2020 14:00,01-02-2020 06:43,Delhi,337,ROBBERY,27,M,Knife,Violent Crime,2,Yes,24-03-2020 11:00
740,02-02-2020 02:00,01-31-2020 19:00,01-02-2020 09:41,Bangalore,292,PUBLIC INTOXICATION,22,F,Firearm,Other Crime,3,Yes,04-02-2020 02:00
741,02-02-2020 07:00,01-31-2020 20:00,01-02-2020 18:16,Bangalore,428,COUNTERFEITING,78,F,Poison,Other Crime,6,Yes,18-02-2020 07:00
742,02-02-2020 22:00,01-31-2020 21:00,01-02-2020 14:51,Ahmedabad,502,DOMESTIC VIOLENCE,62,M,Poison,Violent Crime,3,Yes,21-03-2020 22:00
745,03-02-2020 11:00,02-01-2020 00:00,01-02-2020 23:29,Bangalore,439,FRAUD,43,F,Knife,Other Crime,3,Yes,20-03-2020 11:00
746,03-02-2020 16:00,02-01-2020 01:00,02-02-2020 00:22,Delhi,242,FRAUD,12,F,Other,Other Crime,16,Yes,07-04-2020 16:00
748,03-02-2020 14:00,02-01-2020 03:00,01-02-2020 22:14,Agra,317,BURGLARY,22,F,Blunt Object,Other Crime,19,Yes,04-07-2020 14:00
750,03-02-2020 20:00,02-01-2020 05:00,01-02-2020 10:18,Ludhiana,131,COUNTERFEITING,59,M,Blunt Object,Other Crime,12,Yes,17-02-2020 20:00
753,03-02-2020 01:00,02-01-2020 08:00,01-02-2020 09:13,Hyderabad,357,ILLEGAL POSSESSION,20,F,Other,Other Crime,16,Yes,29-03-2020 01:00
754,03-02-2020 09:00,02-01-2020 09:00,01-02-2020 17:29,Mumbai,173,VEHICLE - STOLEN,66,F,Poison,Violent Crime,8,Yes,13-04-2020 09:00
757,03-02-2020 11:00,02-01-2020 12:00,02-02-2020 05:34,Kolkata,375,CYBERCRIME,51,F,Other,Other Crime,9,Yes,02-03-2020 11:00
759,02-02-2020 09:00,02-01-2020 14:00,02-02-2020 02:07,Kanpur,146,KIDNAPPING,73,F,Explosives,Other Crime,11,Yes,28-04-2020 09:00
761,03-02-2020 22:00,02-01-2020 16:00,01-02-2020 19:27,Ghaziabad,410,CYBERCRIME,15,M,Blunt Object,Other Crime,11,Yes,03-04-2020 22:00
766,02-02-2020 17:00,02-01-2020 21:00,02-02-2020 10:56,Thane,120,DRUG OFFENSE,68,M,Other,Other Crime,2,Yes,04-03-2020 17:00
767,02-02-2020 03:00,02-01-2020 22:00,02-02-2020 20:28,Chennai,129,ARSON,69,F,Knife,Fire Accident,5,Yes,22-02-2020 03:00
768,04-02-2020 03:00,02-01-2020 23:00,02-02-2020 20:30,Chennai,258,TRAFFIC VIOLATION,43,F,Poison,Traffic Fatality,6,Yes,02-03-2020 03:00
771,02-02-2020 15:00,02-02-2020 02:00,02-02-2020 12:28,Nagpur,435,DOMESTIC VIOLENCE,11,M,Other,Violent Crime,17,Yes,17-03-2020 15:00
772,02-02-2020 13:00,02-02-2020 03:00,02-02-2020 14:41,Mumbai,543,VANDALISM,51,F,Knife,Other Crime,11,Yes,27-02-2020 13:00
773,03-02-2020 19:00,02-02-2020 04:00,02-02-2020 15:08,Ludhiana,552,DRUG OFFENSE,25,F,Firearm,Other Crime,10,Yes,19-02-2020 19:00
775,03-02-2020 15:00,02-02-2020 06:00,02-02-2020 08:40,Mumbai,372,IDENTITY THEFT,34,M,Explosives,Violent Crime,18,Yes,12-02-2020 15:00
777,03-02-2020 09:00,02-02-2020 08:00,02-02-2020 17:03,Visakhapatnam,220,FRAUD,70,F,Explosives,Other Crime,1,Yes,23-03-2020 09:00
779,04-02-2020 02:00,02-02-2020 10:00,02-02-2020 17:53,Delhi,155,FRAUD,15,F,Explosives,Other Crime,10,Yes,22-04-2020 02:00
